observationAbout,observationDate,value,variableMeasured,unit,scalingFactor,measurementMethod,MeasurementPeriod
wikidataId/Q66743,2024,72.4,dcid:Daily_Mean_DietaryIntake_Protein_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
dcid:country/IND,2023,61.9,dcid:Daily_Mean_DietaryIntake_Protein_Rural_AsAFractionOf_Count_Person,Gram,,,
dcid:country/IND,2023,63.2,dcid:Daily_Mean_DietaryIntake_Protein_Urban_AsAFractionOf_Count_Person,Gram,,,
dcid:country/IND,2024,61.8,dcid:Daily_Mean_DietaryIntake_Protein_Rural_AsAFractionOf_Count_Person,Gram,,,
dcid:country/IND,2024,63.4,dcid:Daily_Mean_DietaryIntake_Protein_Urban_AsAFractionOf_Count_Person,Gram,,,
dcid:country/IND,2023,66.7,dcid:Daily_Mean_DietaryIntake_Protein_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
dcid:country/IND,2023,69.9,dcid:Daily_Mean_DietaryIntake_Protein_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
dcid:country/IND,2024,66.6,dcid:Daily_Mean_DietaryIntake_Protein_Rural_AsAFractionOf_Count_ConsumerUnit,Gram,,,
dcid:country/IND,2024,69.9,dcid:Daily_Mean_DietaryIntake_Protein_Urban_AsAFractionOf_Count_ConsumerUnit,Gram,,,
wikidataId/Q1159,2023,38.3,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1159,2023,9.2,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1159,2023,9.3,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1159,2023,19.3,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1159,2023,23.9,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1159,2023,34.5,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1159,2023,9.7,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1159,2023,11.3,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1159,2023,18,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1159,2023,26.6,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1162,2023,41.9,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1162,2023,5.2,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1162,2023,4.8,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1162,2023,21.8,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1162,2023,26.2,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1162,2023,36.7,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1162,2023,6.7,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1162,2023,5.9,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1162,2023,24.9,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1162,2023,25.8,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1164,2023,43.3,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1164,2023,7.4,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1164,2023,4.5,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1164,2023,21.8,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1164,2023,23,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1164,2023,35.7,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1164,2023,8.6,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1164,2023,6.8,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1164,2023,23.9,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1164,2023,25,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1165,2023,49,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1165,2023,8.7,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1165,2023,10.4,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1165,2023,12.3,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1165,2023,19.7,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1165,2023,45.7,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1165,2023,9.1,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1165,2023,12,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1165,2023,12.6,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1165,2023,20.5,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1168,2023,51.6,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1168,2023,12.5,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1168,2023,3.5,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1168,2023,9.6,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1168,2023,22.7,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1168,2023,48.5,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1168,2023,12.9,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1168,2023,7.1,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1168,2023,8.2,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1168,2023,23.3,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1353,2023,31.1,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1353,2023,11.7,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1353,2023,21.7,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1353,2023,8.6,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1353,2023,26.9,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1353,2023,31.3,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1353,2023,9.8,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1353,2023,20.4,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1353,2023,8.8,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1353,2023,29.7,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1171,2023,32.7,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1171,2023,8.9,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1171,2023,6.8,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1171,2023,31.8,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1171,2023,19.9,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1171,2023,32.7,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1171,2023,9.5,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1171,2023,7.5,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1171,2023,29.3,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1171,2023,21.1,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1061,2023,47.6,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1061,2023,10.7,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1061,2023,14.7,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1061,2023,3.7,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1061,2023,23.3,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1061,2023,40.1,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1061,2023,12,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1061,2023,17.1,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1061,2023,5.2,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1061,2023,25.7,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1174,2023,44.4,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1174,2023,7.2,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1174,2023,26.7,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1174,2023,3,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1174,2023,18.7,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1174,2023,38,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1174,2023,8.8,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1174,2023,23.1,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1174,2023,5.7,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1174,2023,24.5,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1177,2023,39.3,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1177,2023,13,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1177,2023,18.9,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1177,2023,6.3,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1177,2023,22.6,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1177,2023,36.1,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1177,2023,13,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1177,2023,16.6,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1177,2023,6.3,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1177,2023,28.1,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1184,2023,51.3,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1184,2023,8.6,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1184,2023,5.8,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1184,2023,13.5,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1184,2023,20.9,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1184,2023,46.1,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1184,2023,9.8,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1184,2023,10.1,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1184,2023,13.3,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1184,2023,20.7,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1185,2023,40.5,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1185,2023,9.8,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1185,2023,9.1,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1185,2023,14,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1185,2023,26.7,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1185,2023,33.6,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1185,2023,10,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1185,2023,11.4,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1185,2023,16.2,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1185,2023,28.8,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1186,2023,25.5,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1186,2023,8,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1186,2023,6.7,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1186,2023,39.9,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1186,2023,20,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1186,2023,23.9,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1186,2023,8.4,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1186,2023,7.1,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1186,2023,37.8,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1186,2023,22.9,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1188,2023,53.4,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1188,2023,10.5,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1188,2023,11.3,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1188,2023,5.4,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1188,2023,19.5,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1188,2023,48,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1188,2023,10,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1188,2023,13,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1188,2023,6.1,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1188,2023,23,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1191,2023,46.2,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1191,2023,10.9,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1191,2023,8.3,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1191,2023,9.8,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1191,2023,24.8,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1191,2023,39.1,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1191,2023,11.2,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1191,2023,11.2,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1191,2023,11.9,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1191,2023,26.7,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1193,2023,47.7,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1193,2023,4.1,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1193,2023,4.2,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1193,2023,24.8,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1193,2023,19.3,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1193,2023,48,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1193,2023,4.4,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1193,2023,5,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1193,2023,23.6,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1193,2023,19,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1195,2023,44.9,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1195,2023,4.7,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1195,2023,3.5,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1195,2023,24.5,dcid:DietaryIntake_Protein_EggFishMeat_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1195,2023,22.5,dcid:DietaryIntake_Protein_NIIOtherFood_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1195,2023,37.5,dcid:DietaryIntake_Protein_Cereal_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1195,2023,5.8,dcid:DietaryIntake_Protein_Pulse_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1195,2023,4.6,dcid:DietaryIntake_Protein_Milk_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1195,2023,28.4,dcid:DietaryIntake_Protein_EggFishMeat_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1195,2023,23.7,dcid:DietaryIntake_Protein_NIIOtherFood_Urban_AsAFractionOf_DietaryIntake_Protein_Urban,Percent,100,,
wikidataId/Q1502,2023,39.9,dcid:DietaryIntake_Protein_Cereal_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1502,2023,4,dcid:DietaryIntake_Protein_Pulse_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
wikidataId/Q1502,2023,3.6,dcid:DietaryIntake_Protein_Milk_Rural_AsAFractionOf_DietaryIntake_Protein_Rural,Percent,100,,
