observationAbout,observationDate,value,variableMeasured,unit
country/ITA,2024,2.0056,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ITA,2025,7727330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ITA,2025,1.7654,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ITA,2025,-11.85,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JAM,2024,109150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JAM,2024,0.025,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JAM,2025,93010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JAM,2025,0.0212,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JAM,2025,-14.79,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JPN,2024,5156280000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JPN,2024,1.1797,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JPN,2025,6249320000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JPN,2025,1.4277,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JPN,2025,21.2,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JEY,2024,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JEY,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JEY,2025,0,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JEY,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JEY,2025,6532.52,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JOR,2024,1465260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JOR,2024,0.3352,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JOR,2025,755140000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/JOR,2025,0.1725,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/JOR,2025,-48.46,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KAZ,2024,236560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KAZ,2024,0.0541,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KAZ,2025,262980000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KAZ,2025,0.0601,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KAZ,2025,11.17,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KEN,2024,3174830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KEN,2024,0.7264,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KEN,2025,3134050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KEN,2025,0.716,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KEN,2025,-1.28,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KIR,2024,1040000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KIR,2024,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KIR,2025,3890000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KIR,2025,0.0009,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KIR,2025,275.73,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRK,2024,2040000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRK,2024,0.0005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRK,2025,2610000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/PRK,2025,0.0006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/PRK,2025,27.82,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KOR,2024,6416670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KOR,2024,1.4681,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KOR,2025,5819640000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KOR,2025,1.3296,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KOR,2025,-9.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KWT,2024,2103220000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KWT,2024,0.4812,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KWT,2025,1934810000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KWT,2025,0.442,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KWT,2025,-8.01,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KGZ,2024,45720000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KGZ,2024,0.0105,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KGZ,2025,46260000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/KGZ,2025,0.0106,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/KGZ,2025,1.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LAO,2024,12880000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LAO,2024,0.0029,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LAO,2025,12520000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LAO,2025,0.0029,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LAO,2025,-2.83,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LVA,2024,220490000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LVA,2024,0.0504,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LVA,2025,235940000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LVA,2025,0.0539,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LVA,2025,7.01,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBN,2024,344910000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBN,2024,0.0789,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBN,2025,337050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBN,2025,0.077,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBN,2025,-2.28,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LSO,2024,5550000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LSO,2024,0.0013,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LSO,2025,10300000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LSO,2025,0.0024,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LSO,2025,85.61,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBR,2024,243290000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBR,2024,0.0557,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBR,2025,376330000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBR,2025,0.086,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBR,2025,54.68,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBY,2024,565120000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBY,2024,0.1293,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBY,2025,650370000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LBY,2025,0.1486,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LBY,2025,15.08,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LIE,2024,880000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LIE,2024,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LIE,2025,410000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LIE,2025,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LIE,2025,-53.98,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LTU,2024,314420000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LTU,2024,0.0719,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LTU,2025,258060000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LTU,2025,0.059,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LTU,2025,-17.93,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LUX,2024,39650000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LUX,2024,0.0091,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LUX,2025,49900000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/LUX,2025,0.0114,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/LUX,2025,25.85,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAC,2024,960000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MAC,2024,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAC,2025,1420000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MAC,2025,0.0003,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAC,2025,47.92,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MKD,2024,36640000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MKD,2024,0.0084,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MKD,2025,33730000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MKD,2025,0.0077,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MKD,2025,-7.94,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDG,2024,231910000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDG,2024,0.0531,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDG,2025,268800000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDG,2025,0.0614,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDG,2025,15.91,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MWI,2024,87180000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MWI,2024,0.0199,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MWI,2025,94560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MWI,2025,0.0216,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MWI,2025,8.47,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYS,2024,7262150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MYS,2024,1.6615,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYS,2025,7316850000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MYS,2025,1.6716,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYS,2025,0.75,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDV,2024,891890000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDV,2024,0.2041,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDV,2025,560880000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDV,2025,0.1281,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDV,2025,-37.11,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLI,2024,119620000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MLI,2024,0.0274,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLI,2025,128080000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MLI,2025,0.0293,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLI,2025,7.07,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLT,2024,496110000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MLT,2024,0.1135,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLT,2025,351090000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MLT,2025,0.0802,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MLT,2025,-29.23,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MHL,2024,2190000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MHL,2024,0.0005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MHL,2025,2840000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MHL,2025,0.0006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MHL,2025,29.95,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MTQ,2024,4590000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MTQ,2024,0.001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MTQ,2025,4830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MTQ,2025,0.0011,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MTQ,2025,5.3,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MRT,2024,96380000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MRT,2024,0.0221,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MRT,2025,114830000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MRT,2025,0.0262,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MRT,2025,19.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MUS,2024,778030000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MUS,2024,0.178,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MUS,2025,676490000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MUS,2025,0.1546,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MUS,2025,-13.05,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYT,2024,7570000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MYT,2024,0.0017,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYT,2025,7560000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MYT,2025,0.0017,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MYT,2025,-0.15,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MEX,2024,5324230000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MEX,2024,1.2182,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MEX,2025,5749010000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MEX,2025,1.3134,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MEX,2025,7.98,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/FSM,2024,620000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/FSM,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/FSM,2025,810000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/FSM,2025,0.0002,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/FSM,2025,30.47,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDA,2024,12510000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDA,2024,0.0029,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDA,2025,10390000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MDA,2025,0.0024,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MDA,2025,-16.93,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MCO,2024,2360000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MCO,2024,0.0005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MCO,2025,6970000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MCO,2025,0.0016,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MCO,2025,195.18,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNG,2024,33150000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNG,2024,0.0076,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNG,2025,26460000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNG,2025,0.006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNG,2025,-20.19,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNE,2024,34910000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNE,2024,0.008,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNE,2025,124670000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNE,2025,0.0285,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNE,2025,257.09,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MSR,2024,120000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MSR,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MSR,2025,120000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MSR,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MSR,2025,1.26,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAR,2024,1032580000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MAR,2024,0.2362,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAR,2025,967050000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MAR,2025,0.2209,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MAR,2025,-6.35,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MOZ,2024,1996000000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MOZ,2024,0.4567,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MOZ,2025,1323390000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MOZ,2025,0.3023,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MOZ,2025,-33.7,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MMR,2024,670370000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MMR,2024,0.1534,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MMR,2025,614300000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MMR,2025,0.1403,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MMR,2025,-8.36,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNP,2024,310000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNP,2024,0.0001,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNP,2025,100000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/MNP,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/MNP,2025,-66.44,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NAM,2024,453480000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NAM,2024,0.1038,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NAM,2025,327210000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NAM,2025,0.0748,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NAM,2025,-27.85,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NRU,2024,90000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NRU,2024,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NRU,2025,40000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NRU,2025,0,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NRU,2025,-54.53,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NPL,2024,7040980000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NPL,2024,1.6109,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NPL,2025,7385980000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NPL,2025,1.6874,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NPL,2025,4.9,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NLD,2024,22366860000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NLD,2024,5.1174,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NLD,2025,22763410000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NLD,2025,5.2006,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NLD,2025,1.77,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ANT,2024,21430000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ANT,2024,0.0049,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ANT,2025,21680000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/ANT,2025,0.005,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/ANT,2025,1.18,dcid:GrowthRate_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NCL,2024,15400000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
country/NCL,2024,0.0035,dcid:Exports_EconomicActivity_CountryIND_AsAFractionOf_Exports_EconomicActivity_ExportSourceIndia,Percent
country/NCL,2025,5820000,dcid:Exports_EconomicActivity_ExportSourceIndia,USD
