typeOf,observationDate,observationAbout,value,unit,variableMeasured
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0807
dcs:StatVarObservation,2024,country/IND,-77.31,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0807
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0809
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0809
dcs:StatVarObservation,2024,country/IND,308970.45,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0809
dcs:StatVarObservation,2023,country/IND,1240000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0810
dcs:StatVarObservation,2024,country/IND,1510000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0810
dcs:StatVarObservation,2024,country/IND,22.23,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0810
dcs:StatVarObservation,2023,country/IND,9740000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0811
dcs:StatVarObservation,2024,country/IND,11570000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0811
dcs:StatVarObservation,2024,country/IND,18.79,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0811
dcs:StatVarObservation,2023,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0812
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0812
dcs:StatVarObservation,2024,country/IND,-60.46,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0812
dcs:StatVarObservation,2023,country/IND,110000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0814
dcs:StatVarObservation,2024,country/IND,430000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0814
dcs:StatVarObservation,2024,country/IND,299.68,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0814
dcs:StatVarObservation,2023,country/IND,133360000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0901
dcs:StatVarObservation,2024,country/IND,145690000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0901
dcs:StatVarObservation,2024,country/IND,9.25,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0901
dcs:StatVarObservation,2023,country/IND,115080000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0902
dcs:StatVarObservation,2024,country/IND,117810000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0902
dcs:StatVarObservation,2024,country/IND,2.38,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0902
dcs:StatVarObservation,2023,country/IND,74250000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0904
dcs:StatVarObservation,2024,country/IND,106250000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0904
dcs:StatVarObservation,2024,country/IND,43.1,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0904
dcs:StatVarObservation,2023,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0905
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0905
dcs:StatVarObservation,2024,country/IND,-48.63,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0905
dcs:StatVarObservation,2023,country/IND,6780000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0906
dcs:StatVarObservation,2024,country/IND,6700000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0906
dcs:StatVarObservation,2024,country/IND,-1.16,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0906
dcs:StatVarObservation,2023,country/IND,4320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0907
dcs:StatVarObservation,2024,country/IND,4450000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0907
dcs:StatVarObservation,2024,country/IND,3.08,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0907
dcs:StatVarObservation,2023,country/IND,24300000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0908
dcs:StatVarObservation,2024,country/IND,24750000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0908
dcs:StatVarObservation,2024,country/IND,1.87,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0908
dcs:StatVarObservation,2023,country/IND,49010000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0909
dcs:StatVarObservation,2024,country/IND,94040000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0909
dcs:StatVarObservation,2024,country/IND,91.9,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0909
dcs:StatVarObservation,2023,country/IND,93740000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0910
dcs:StatVarObservation,2024,country/IND,113830000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode0910
dcs:StatVarObservation,2024,country/IND,21.43,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode0910
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1002
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1002
dcs:StatVarObservation,2024,country/IND,799.54,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1002
dcs:StatVarObservation,2023,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1003
dcs:StatVarObservation,2024,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1003
dcs:StatVarObservation,2024,country/IND,-38.33,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1003
dcs:StatVarObservation,2023,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1004
dcs:StatVarObservation,2024,country/IND,130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1004
dcs:StatVarObservation,2024,country/IND,298.33,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1004
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1005
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1005
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1005
dcs:StatVarObservation,2023,country/IND,509380000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1006
dcs:StatVarObservation,2024,country/IND,684450000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1006
dcs:StatVarObservation,2024,country/IND,34.37,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1006
dcs:StatVarObservation,2023,country/IND,70000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1007
dcs:StatVarObservation,2024,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1007
dcs:StatVarObservation,2024,country/IND,44.2,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1007
dcs:StatVarObservation,2023,country/IND,2300000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1008
dcs:StatVarObservation,2024,country/IND,4480000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1008
dcs:StatVarObservation,2024,country/IND,95.07,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1008
dcs:StatVarObservation,2023,country/IND,26590000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1101
dcs:StatVarObservation,2024,country/IND,41950000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1101
dcs:StatVarObservation,2024,country/IND,57.74,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1101
dcs:StatVarObservation,2023,country/IND,11710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1102
dcs:StatVarObservation,2024,country/IND,19620000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1102
dcs:StatVarObservation,2024,country/IND,67.54,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1102
dcs:StatVarObservation,2023,country/IND,3580000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1103
dcs:StatVarObservation,2024,country/IND,2830000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1103
dcs:StatVarObservation,2024,country/IND,-20.94,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1103
dcs:StatVarObservation,2023,country/IND,1180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1104
dcs:StatVarObservation,2024,country/IND,1430000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1104
dcs:StatVarObservation,2024,country/IND,21.4,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1104
dcs:StatVarObservation,2023,country/IND,5860000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1105
dcs:StatVarObservation,2024,country/IND,12490000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1105
dcs:StatVarObservation,2024,country/IND,113.26,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1105
dcs:StatVarObservation,2023,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1107
dcs:StatVarObservation,2024,country/IND,50000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1107
dcs:StatVarObservation,2024,country/IND,13.62,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1107
dcs:StatVarObservation,2023,country/IND,4990000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1108
dcs:StatVarObservation,2024,country/IND,9730000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1108
dcs:StatVarObservation,2024,country/IND,94.9,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1108
dcs:StatVarObservation,2023,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1109
dcs:StatVarObservation,2024,country/IND,170000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1109
dcs:StatVarObservation,2024,country/IND,78.95,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1109
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1201
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1201
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1201
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1202
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1202
dcs:StatVarObservation,2024,country/IND,-52.45,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1202
dcs:StatVarObservation,2023,country/IND,300000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1203
dcs:StatVarObservation,2024,country/IND,330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1203
dcs:StatVarObservation,2024,country/IND,11.12,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1203
dcs:StatVarObservation,2023,country/IND,100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1204
dcs:StatVarObservation,2024,country/IND,150000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1204
dcs:StatVarObservation,2024,country/IND,55.92,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1204
dcs:StatVarObservation,2023,country/IND,280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1206
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1206
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1206
dcs:StatVarObservation,2023,country/IND,88770000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1207
dcs:StatVarObservation,2024,country/IND,105650000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1207
dcs:StatVarObservation,2024,country/IND,19.02,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1207
dcs:StatVarObservation,2023,country/IND,3060000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1208
dcs:StatVarObservation,2024,country/IND,2000000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1208
dcs:StatVarObservation,2024,country/IND,-34.58,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1208
dcs:StatVarObservation,2023,country/IND,120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1209
dcs:StatVarObservation,2024,country/IND,2240000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1209
dcs:StatVarObservation,2024,country/IND,1758.51,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1209
dcs:StatVarObservation,2023,country/IND,58730000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1211
dcs:StatVarObservation,2024,country/IND,86560000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1211
dcs:StatVarObservation,2024,country/IND,47.37,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1211
dcs:StatVarObservation,2023,country/IND,1100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1212
dcs:StatVarObservation,2024,country/IND,3020000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1212
dcs:StatVarObservation,2024,country/IND,173.59,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1212
dcs:StatVarObservation,2023,country/IND,59080000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1301
dcs:StatVarObservation,2024,country/IND,14520000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1301
dcs:StatVarObservation,2024,country/IND,-75.42,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1301
dcs:StatVarObservation,2023,country/IND,214800000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1302
dcs:StatVarObservation,2024,country/IND,207430000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1302
dcs:StatVarObservation,2024,country/IND,-3.43,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1302
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1401
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1401
dcs:StatVarObservation,2024,country/IND,46.98,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1401
dcs:StatVarObservation,2023,country/IND,6130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1404
dcs:StatVarObservation,2024,country/IND,6230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1404
dcs:StatVarObservation,2024,country/IND,1.71,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1404
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1502
dcs:StatVarObservation,2024,country/IND,20000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1502
dcs:StatVarObservation,2024,country/IND,79.53,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1502
dcs:StatVarObservation,2023,country/IND,124430000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1504
dcs:StatVarObservation,2024,country/IND,121650000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1504
dcs:StatVarObservation,2024,country/IND,-2.23,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1504
dcs:StatVarObservation,2023,country/IND,4130000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1505
dcs:StatVarObservation,2024,country/IND,1320000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1505
dcs:StatVarObservation,2024,country/IND,-68.18,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1505
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1506
dcs:StatVarObservation,2024,country/IND,40000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1506
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1506
dcs:StatVarObservation,2023,country/IND,10400000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1507
dcs:StatVarObservation,2024,country/IND,13900000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1507
dcs:StatVarObservation,2024,country/IND,33.66,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1507
dcs:StatVarObservation,2023,country/IND,1940000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1508
dcs:StatVarObservation,2024,country/IND,3220000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1508
dcs:StatVarObservation,2024,country/IND,66.16,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1508
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1511
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1511
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1511
dcs:StatVarObservation,2023,country/IND,1590000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1512
dcs:StatVarObservation,2024,country/IND,1740000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1512
dcs:StatVarObservation,2024,country/IND,9.29,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1512
dcs:StatVarObservation,2023,country/IND,3120000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1513
dcs:StatVarObservation,2024,country/IND,5520000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1513
dcs:StatVarObservation,2024,country/IND,76.62,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1513
dcs:StatVarObservation,2023,country/IND,12210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1514
dcs:StatVarObservation,2024,country/IND,17240000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1514
dcs:StatVarObservation,2024,country/IND,41.17,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1514
dcs:StatVarObservation,2023,country/IND,46100000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1515
dcs:StatVarObservation,2024,country/IND,57520000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1515
dcs:StatVarObservation,2024,country/IND,24.77,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1515
dcs:StatVarObservation,2023,country/IND,18210000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1518
dcs:StatVarObservation,2024,country/IND,28460000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1518
dcs:StatVarObservation,2024,country/IND,56.3,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1518
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1520
dcs:StatVarObservation,2024,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1520
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1520
dcs:StatVarObservation,2023,country/IND,560000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1521
dcs:StatVarObservation,2024,country/IND,920000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1521
dcs:StatVarObservation,2024,country/IND,63.2,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1521
dcs:StatVarObservation,2023,country/IND,2020000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1604
dcs:StatVarObservation,2024,country/IND,1990000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1604
dcs:StatVarObservation,2024,country/IND,-1.42,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1604
dcs:StatVarObservation,2023,country/IND,500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1605
dcs:StatVarObservation,2024,country/IND,230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1605
dcs:StatVarObservation,2024,country/IND,-54.77,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1605
dcs:StatVarObservation,2023,country/IND,12380000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1701
dcs:StatVarObservation,2024,country/IND,24200000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1701
dcs:StatVarObservation,2024,country/IND,95.46,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1701
dcs:StatVarObservation,2023,country/IND,5070000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1702
dcs:StatVarObservation,2024,country/IND,5810000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1702
dcs:StatVarObservation,2024,country/IND,14.53,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1702
dcs:StatVarObservation,2023,country/IND,170000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1703
dcs:StatVarObservation,2024,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1703
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1703
dcs:StatVarObservation,2023,country/IND,11070000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1704
dcs:StatVarObservation,2024,country/IND,18330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1704
dcs:StatVarObservation,2024,country/IND,65.68,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1704
dcs:StatVarObservation,2023,country/IND,0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1801
dcs:StatVarObservation,2024,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1801
dcs:StatVarObservation,2024,country/IND,209.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1801
dcs:StatVarObservation,2023,country/IND,330000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1804
dcs:StatVarObservation,2024,country/IND,610000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1804
dcs:StatVarObservation,2024,country/IND,87.22,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1804
dcs:StatVarObservation,2023,country/IND,10000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1805
dcs:StatVarObservation,2024,country/IND,30000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1805
dcs:StatVarObservation,2024,country/IND,394.35,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1805
dcs:StatVarObservation,2023,country/IND,2260000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1806
dcs:StatVarObservation,2024,country/IND,2700000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1806
dcs:StatVarObservation,2024,country/IND,19.23,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1806
dcs:StatVarObservation,2023,country/IND,13560000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1901
dcs:StatVarObservation,2024,country/IND,14860000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1901
dcs:StatVarObservation,2024,country/IND,9.59,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1901
dcs:StatVarObservation,2023,country/IND,19350000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1902
dcs:StatVarObservation,2024,country/IND,30110000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1902
dcs:StatVarObservation,2024,country/IND,55.6,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1902
dcs:StatVarObservation,2023,country/IND,1440000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1903
dcs:StatVarObservation,2024,country/IND,2200000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1903
dcs:StatVarObservation,2024,country/IND,52.83,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1903
dcs:StatVarObservation,2023,country/IND,22630000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1904
dcs:StatVarObservation,2024,country/IND,32980000.0,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1904
dcs:StatVarObservation,2024,country/IND,45.76,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1904
dcs:StatVarObservation,2023,country/IND,119230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1905
dcs:StatVarObservation,2024,country/IND,142220000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode1905
dcs:StatVarObservation,2024,country/IND,19.28,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode1905
dcs:StatVarObservation,2023,country/IND,123370000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2001
dcs:StatVarObservation,2024,country/IND,152230000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2001
dcs:StatVarObservation,2024,country/IND,23.4,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2001
dcs:StatVarObservation,2023,country/IND,180000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2002
dcs:StatVarObservation,2024,country/IND,4280000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2002
dcs:StatVarObservation,2024,country/IND,2317.18,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2002
dcs:StatVarObservation,2023,country/IND,30220000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2004
dcs:StatVarObservation,2024,country/IND,35500000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2004
dcs:StatVarObservation,2024,country/IND,17.5,Percent,dcid:GrowthRate_Exports_EconomicActivity_CountryAUS_HSCode2004
dcs:StatVarObservation,2023,country/IND,15710000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2005
dcs:StatVarObservation,2024,country/IND,16290000,USDollar,dcid:Exports_EconomicActivity_CountryAUS_HSCode2005
